Source,Target,Type,Id,Label,timeset,Weight
327,313,Directed,889,,,1.537874
336,322,Directed,1711,,,0.64063
339,325,Directed,1907,,,0.77756
324,311,Directed,695,,,0.694343
325,312,Directed,719,,,1.849489
327,314,Directed,890,,,0.263798
335,322,Directed,1595,,,0.656302
339,326,Directed,1930,,,0.279681
624,611,Directed,3686,,,0.207077
324,312,Directed,698,,,0.356351
325,313,Directed,721,,,2.04603
334,322,Directed,1477,,,0.558243
335,323,Directed,1622,,,0.253442
336,324,Directed,1741,,,0.83832
339,327,Directed,1910,,,0.304369
454,442,Directed,2309,,,0.221638
533,521,Directed,3269,,,0.287136
322,311,Directed,670,,,0.273781
323,312,Directed,690,,,0.223049
324,313,Directed,699,,,0.399103
327,316,Directed,891,,,1.776215
333,322,Directed,1302,,,0.979405
334,323,Directed,1441,,,0.204952
335,324,Directed,1623,,,0.430855
336,325,Directed,1712,,,4.190782
453,442,Directed,2293,,,0.206099
492,481,Directed,2744,,,0.748408
532,521,Directed,3238,,,0.33727
321,311,Directed,619,,,0.209167
322,312,Directed,671,,,0.247845
324,314,Directed,700,,,0.212166
325,315,Directed,754,,,0.8784
332,322,Directed,1101,,,3.119894
333,323,Directed,1273,,,0.651583
335,325,Directed,1596,,,2.687579
336,326,Directed,1790,,,0.584794
337,327,Directed,1882,,,0.210233
533,523,Directed,3270,,,0.519662
221,212,Directed,108,,,0.424214
321,312,Directed,620,,,0.226896
322,313,Directed,672,,,0.519277
324,315,Directed,701,,,0.450256
325,316,Directed,722,,,1.806555
331,322,Directed,1018,,,0.47633
333,324,Directed,1303,,,0.901738
334,325,Directed,1442,,,1.648481
335,326,Directed,1597,,,0.647187
336,327,Directed,1715,,,1.535129
451,442,Directed,2269,,,0.763003
521,512,Directed,2906,,,0.232866
321,313,Directed,621,,,0.544325
331,323,Directed,1049,,,0.45054
332,324,Directed,1148,,,0.639836
333,325,Directed,1274,,,6.211541
335,327,Directed,1598,,,2.268083
339,331,Directed,1911,,,0.57959
492,484,Directed,2747,,,0.56255
519,511,Directed,2848,,,0.44984
531,523,Directed,3166,,,1.105054
533,525,Directed,3272,,,0.4341
321,314,Directed,623,,,0.20081
323,316,Directed,691,,,0.21115
331,324,Directed,1050,,,0.623696
332,325,Directed,1102,,,3.668108
333,326,Directed,1278,,,0.963988
334,327,Directed,1443,,,4.042495
339,332,Directed,1913,,,0.295118
488,481,Directed,2654,,,0.222173
327,321,Directed,892,,,0.227391
331,325,Directed,1019,,,2.362589
332,326,Directed,1103,,,0.203514
333,327,Directed,1279,,,1.267441
337,331,Directed,1867,,,0.499764
339,333,Directed,1914,,,1.575819
487,481,Directed,2549,,,0.202647
316,311,Directed,550,,,3.07677
327,322,Directed,893,,,1.239805
331,326,Directed,1083,,,0.26644
332,327,Directed,1169,,,0.977113
336,331,Directed,1768,,,1.495963
337,332,Directed,1869,,,3.543762
339,334,Directed,1918,,,0.23608
488,483,Directed,2655,,,1.463471
315,311,Directed,472,,,2.291776
316,312,Directed,572,,,0.560323
326,322,Directed,880,,,0.250413
327,323,Directed,894,,,0.278491
331,327,Directed,1021,,,1.143114
335,331,Directed,1631,,,2.040526
336,332,Directed,1716,,,1.968641
337,333,Directed,1890,,,0.612204
339,335,Directed,1919,,,0.549792
487,483,Directed,2550,,,1.732731
314,311,Directed,431,,,0.242138
315,312,Directed,477,,,0.923123
316,313,Directed,551,,,0.783266
325,322,Directed,723,,,0.825149
327,324,Directed,895,,,0.587531
334,331,Directed,1445,,,2.311679
335,332,Directed,1599,,,1.764106
336,333,Directed,1717,,,2.250283
339,336,Directed,1920,,,0.565178
454,451,Directed,2310,,,0.200644
313,311,Directed,358,,,0.952658
315,313,Directed,479,,,1.794534
316,314,Directed,575,,,0.227389
327,325,Directed,896,,,3.33503
333,331,Directed,1280,,,2.057327
334,332,Directed,1446,,,2.800335
335,333,Directed,1600,,,2.283248
336,334,Directed,1719,,,1.598178
337,335,Directed,1870,,,0.223879
425,423,Directed,2238,,,0.490678
453,451,Directed,2294,,,0.297494
483,481,Directed,2387,,,0.526995
525,523,Directed,3152,,,0.913407
713,711,Directed,3838,,,2.429651
213,212,Directed,97,,,0.517709
312,311,Directed,295,,,2.86395
313,312,Directed,361,,,1.081921
314,313,Directed,432,,,1.333921
315,314,Directed,482,,,1.985656
316,315,Directed,552,,,1.306185
325,324,Directed,724,,,1.63424
326,325,Directed,878,,,0.497002
327,326,Directed,900,,,0.424711
332,331,Directed,1104,,,1.687931
333,332,Directed,1281,,,2.261538
334,333,Directed,1450,,,4.396469
335,334,Directed,1601,,,3.601969
336,335,Directed,1721,,,2.610367
337,336,Directed,1871,,,0.476267
424,423,Directed,2107,,,1.663402
425,424,Directed,2240,,,0.716856
454,453,Directed,2311,,,0.339843
488,487,Directed,2629,,,2.868089
522,521,Directed,2952,,,0.333469
525,524,Directed,3154,,,0.335341
562,561,Directed,3576,,,0.200707
812,811,Directed,3920,,,0.352739
212,213,Directed,46,,,0.219651
311,312,Directed,142,,,2.401775
312,313,Directed,300,,,0.971885
313,314,Directed,364,,,0.320894
314,315,Directed,435,,,2.100737
315,316,Directed,484,,,0.89739
321,322,Directed,626,,,0.351834
324,325,Directed,702,,,0.492465
325,326,Directed,729,,,0.734369
331,332,Directed,1024,,,1.091507
332,333,Directed,1129,,,4.573389
333,334,Directed,1284,,,0.948618
334,335,Directed,1457,,,5.744284
335,336,Directed,1604,,,3.59184
336,337,Directed,1776,,,0.306383
423,424,Directed,1957,,,3.695222
487,488,Directed,2533,,,3.39306
522,523,Directed,2953,,,0.484008
524,525,Directed,3120,,,0.226515
311,313,Directed,172,,,2.197982
312,314,Directed,301,,,0.432669
313,315,Directed,365,,,1.281665
322,324,Directed,674,,,0.2686
325,327,Directed,730,,,2.2175
331,333,Directed,1025,,,1.027668
332,334,Directed,1111,,,1.35523
333,335,Directed,1285,,,2.366788
334,336,Directed,1458,,,2.941101
451,453,Directed,2272,,,0.746302
483,485,Directed,2419,,,0.541172
519,521,Directed,2849,,,0.284784
523,525,Directed,3074,,,0.235774
531,533,Directed,3220,,,0.206663
711,713,Directed,3732,,,1.456549
313,316,Directed,366,,,0.625905
321,324,Directed,627,,,0.555938
322,325,Directed,675,,,0.23685
331,334,Directed,1027,,,1.41055
332,335,Directed,1134,,,2.42394
333,336,Directed,1286,,,2.830356
336,339,Directed,1832,,,0.463889
311,315,Directed,173,,,0.378022
312,316,Directed,302,,,0.21236
321,325,Directed,628,,,1.308379
327,331,Directed,904,,,0.680991
331,335,Directed,1029,,,1.667815
332,336,Directed,1112,,,3.679305
335,339,Directed,1608,,,0.708809
483,487,Directed,2389,,,0.503125
488,492,Directed,2697,,,0.233301
517,521,Directed,2846,,,0.254136
311,316,Directed,149,,,3.473781
321,326,Directed,631,,,0.25908
322,327,Directed,676,,,0.46206
326,331,Directed,882,,,0.210687
327,332,Directed,906,,,1.334394
331,336,Directed,1031,,,3.270933
332,337,Directed,1115,,,2.423887
334,339,Directed,1460,,,0.515023
483,488,Directed,2390,,,0.880275
315,321,Directed,485,,,0.290212
316,322,Directed,554,,,0.28064
321,327,Directed,632,,,0.203415
325,331,Directed,732,,,2.440588
326,332,Directed,883,,,0.234801
327,333,Directed,907,,,1.493296
333,339,Directed,1318,,,1.756875
315,322,Directed,486,,,0.593808
325,332,Directed,733,,,1.791016
327,334,Directed,909,,,1.929801
332,339,Directed,1141,,,0.214259
485,492,Directed,2480,,,0.226297
314,322,Directed,437,,,0.547171
316,324,Directed,577,,,0.35821
324,332,Directed,704,,,0.214474
325,333,Directed,734,,,2.823975
327,335,Directed,912,,,3.085967
331,339,Directed,1094,,,0.252849
511,519,Directed,2768,,,0.425995
515,523,Directed,2838,,,0.254183
525,533,Directed,3155,,,0.440851
313,322,Directed,367,,,1.165154
315,324,Directed,487,,,0.450042
316,325,Directed,578,,,0.45941
325,334,Directed,799,,,1.004176
327,336,Directed,915,,,1.642678
442,451,Directed,2259,,,0.280343
312,322,Directed,329,,,0.34845
314,324,Directed,439,,,0.376837
315,325,Directed,488,,,1.324532
316,326,Directed,579,,,0.352606
321,331,Directed,658,,,0.200628
322,332,Directed,678,,,2.493228
323,333,Directed,692,,,0.207036
325,335,Directed,735,,,2.519802
326,336,Directed,884,,,0.248578
523,533,Directed,2990,,,0.969111
311,322,Directed,151,,,0.456942
314,325,Directed,440,,,2.010609
315,326,Directed,492,,,0.569985
316,327,Directed,580,,,0.441917
321,332,Directed,633,,,0.26111
325,336,Directed,737,,,4.363743
442,453,Directed,2260,,,0.203671
711,722,Directed,3735,,,0.470284
311,323,Directed,216,,,0.202645
312,324,Directed,303,,,0.211162
313,325,Directed,368,,,2.421126
315,327,Directed,493,,,0.676706
321,333,Directed,634,,,0.433632
322,334,Directed,684,,,0.213631
323,335,Directed,693,,,0.223049
324,336,Directed,705,,,0.508688
327,339,Directed,919,,,0.213961
521,533,Directed,2907,,,0.217071
311,324,Directed,152,,,0.804434
312,325,Directed,304,,,1.713777
313,326,Directed,374,,,0.874476
314,327,Directed,446,,,0.388118
322,335,Directed,685,,,0.327027
311,325,Directed,143,,,5.805694
312,326,Directed,307,,,0.235521
313,327,Directed,375,,,0.639203
321,335,Directed,635,,,0.549293
322,336,Directed,664,,,0.637123
325,339,Directed,773,,,0.90404
311,326,Directed,156,,,0.472416
312,327,Directed,308,,,0.519809
316,331,Directed,555,,,1.654324
321,336,Directed,636,,,0.508232
322,337,Directed,688,,,0.383282
311,327,Directed,157,,,2.00855
315,331,Directed,494,,,0.46407
316,332,Directed,557,,,0.439859
321,337,Directed,650,,,0.699062
221,238,Directed,109,,,0.217623
314,331,Directed,447,,,0.606404
315,332,Directed,495,,,0.828461
316,333,Directed,585,,,0.707296
313,331,Directed,377,,,1.59795
314,332,Directed,449,,,0.366632
315,333,Directed,498,,,0.597279
316,334,Directed,587,,,0.951746
424,442,Directed,2112,,,0.235621
312,331,Directed,309,,,1.093357
313,332,Directed,380,,,0.383267
315,334,Directed,500,,,0.637161
316,335,Directed,558,,,0.628881
423,442,Directed,1962,,,1.781811
512,531,Directed,2799,,,0.246449
311,331,Directed,223,,,1.08655
312,332,Directed,337,,,0.721397
313,333,Directed,381,,,0.693458
315,335,Directed,502,,,0.807363
316,336,Directed,559,,,1.508117
541,561,Directed,3287,,,5.155855
311,332,Directed,158,,,0.910314
312,333,Directed,310,,,0.786296
314,335,Directed,450,,,0.276901
315,336,Directed,504,,,1.031225
311,333,Directed,159,,,1.673095
312,334,Directed,311,,,0.535188
313,335,Directed,384,,,0.546348
314,336,Directed,451,,,0.516138
311,334,Directed,226,,,1.076202
312,335,Directed,312,,,0.798128
313,336,Directed,386,,,1.083752
314,337,Directed,453,,,0.228052
316,339,Directed,591,,,0.299958
311,335,Directed,160,,,1.190143
312,336,Directed,313,,,1.194493
313,337,Directed,389,,,0.204809
212,237,Directed,14,,,0.213
311,336,Directed,161,,,2.249909
212,238,Directed,47,,,0.366491
311,337,Directed,229,,,0.213906
313,339,Directed,390,,,0.373775
312,339,Directed,315,,,0.229912
424,451,Directed,2113,,,0.202952
311,339,Directed,230,,,0.205061
423,451,Directed,1964,,,1.130553
533,561,Directed,3273,,,0.250707
424,453,Directed,2114,,,0.944508
423,453,Directed,1932,,,2.532769
424,454,Directed,2116,,,0.688378
531,561,Directed,3193,,,0.483995
423,454,Directed,1965,,,1.485587
481,512,Directed,2356,,,0.306601
454,487,Directed,2312,,,0.237981
453,487,Directed,2296,,,0.264386
487,521,Directed,2590,,,0.280976
488,523,Directed,2610,,,0.777083
451,487,Directed,2273,,,0.644748
487,523,Directed,2553,,,0.401015
525,561,Directed,3156,,,0.540264
486,523,Directed,2499,,,0.597427
524,561,Directed,3110,,,0.252076
454,492,Directed,2316,,,0.212997
523,561,Directed,2991,,,2.84582
453,492,Directed,2289,,,0.260508
485,524,Directed,2436,,,0.535669
522,561,Directed,2955,,,0.681602
523,562,Directed,3046,,,0.445924
483,523,Directed,2391,,,0.722188
521,561,Directed,2908,,,0.277552
483,524,Directed,2424,,,0.239262
481,523,Directed,2357,,,0.296692
442,487,Directed,2261,,,0.242835
487,532,Directed,2591,,,1.560931
493,541,Directed,2766,,,0.205831
512,561,Directed,2800,,,0.73649
483,533,Directed,2392,,,0.241093
512,562,Directed,2802,,,0.288755
481,533,Directed,2358,,,0.332408
488,541,Directed,2663,,,0.232801
487,541,Directed,2554,,,0.739359
424,485,Directed,2221,,,0.455198
561,622,Directed,3536,,,0.464473
423,487,Directed,2000,,,0.248973
424,488,Directed,2117,,,0.449951
423,488,Directed,2001,,,0.223309
424,492,Directed,2169,,,0.822147
424,493,Directed,2170,,,0.709428
488,561,Directed,2633,,,2.447203
237,311,Directed,121,,,0.420581
487,561,Directed,2537,,,1.284609
237,312,Directed,123,,,0.333234
448,523,Directed,2267,,,0.201089
486,561,Directed,2500,,,0.958384
485,561,Directed,2437,,,0.857329
238,315,Directed,136,,,0.236695
238,316,Directed,137,,,0.437583
481,561,Directed,2359,,,0.866461
531,611,Directed,3167,,,0.515162
541,621,Directed,3299,,,0.603791
442,523,Directed,2262,,,0.246615
541,623,Directed,3372,,,0.829083
339,424,Directed,1922,,,0.518311
336,423,Directed,1754,,,0.942851
337,424,Directed,1892,,,0.238493
624,711,Directed,3687,,,0.278305
237,325,Directed,124,,,0.204139
335,423,Directed,1642,,,0.42505
336,424,Directed,1727,,,4.257102
523,611,Directed,2992,,,0.504941
334,423,Directed,1461,,,1.346821
335,424,Directed,1669,,,0.547714
624,713,Directed,3688,,,0.438208
333,423,Directed,1288,,,2.184776
334,424,Directed,1462,,,2.391928
451,541,Directed,2274,,,0.667146
531,621,Directed,3195,,,0.453389
332,423,Directed,1159,,,1.163257
333,424,Directed,1290,,,2.643229
221,313,Directed,115,,,0.243005
331,423,Directed,1095,,,0.67525
332,424,Directed,1116,,,3.020489
532,624,Directed,3225,,,0.961523
721,813,Directed,3872,,,0.300453
331,424,Directed,1036,,,2.124463
237,332,Directed,125,,,0.250335
238,334,Directed,138,,,0.205825
327,423,Directed,920,,,1.721906
327,424,Directed,921,,,1.668267
238,336,Directed,140,,,0.206974
325,423,Directed,742,,,1.745806
423,521,Directed,2002,,,0.50401
523,621,Directed,3078,,,0.295419
212,311,Directed,15,,,0.748028
237,336,Directed,126,,,0.470071
325,424,Directed,744,,,3.67616
442,541,Directed,2263,,,0.215445
512,611,Directed,2803,,,0.214724
522,621,Directed,2927,,,0.258115
713,812,Directed,3842,,,0.495218
212,312,Directed,16,,,1.109017
213,313,Directed,98,,,0.220744
324,424,Directed,707,,,0.497693
423,523,Directed,1979,,,0.246449
424,524,Directed,2171,,,0.524562
523,623,Directed,3079,,,0.874121
711,811,Directed,3809,,,0.425323
212,313,Directed,17,,,0.850467
322,423,Directed,665,,,0.411555
711,812,Directed,3736,,,0.209432
321,423,Directed,637,,,0.447859
322,424,Directed,666,,,0.228197
212,315,Directed,18,,,0.424018
321,424,Directed,638,,,1.11716
212,316,Directed,49,,,0.883538
336,442,Directed,1803,,,0.205259
316,423,Directed,561,,,0.777023
315,423,Directed,506,,,0.409158
316,424,Directed,562,,,1.685904
453,561,Directed,2297,,,0.306035
314,423,Directed,454,,,0.550334
315,424,Directed,507,,,1.409083
424,533,Directed,2187,,,0.208312
212,322,Directed,19,,,0.735106
313,423,Directed,391,,,1.381221
314,424,Directed,456,,,0.614282
332,442,Directed,1117,,,0.22728
451,561,Directed,2275,,,0.562123
312,423,Directed,316,,,0.780099
313,424,Directed,393,,,1.815257
212,324,Directed,20,,,0.782012
213,325,Directed,99,,,0.293976
311,423,Directed,202,,,1.263677
312,424,Directed,317,,,0.765334
212,325,Directed,21,,,2.859785
311,424,Directed,163,,,3.082595
212,326,Directed,25,,,0.451162
221,335,Directed,112,,,0.212377
212,327,Directed,26,,,0.26524
327,442,Directed,981,,,0.953849
336,451,Directed,1730,,,0.782999
337,453,Directed,1873,,,0.234874
334,451,Directed,1532,,,0.225776
336,453,Directed,1731,,,0.917122
423,541,Directed,2003,,,0.453651
212,331,Directed,27,,,0.99704
332,451,Directed,1118,,,0.68797
442,561,Directed,2264,,,0.279856
212,332,Directed,29,,,0.753418
213,333,Directed,100,,,0.299177
331,451,Directed,1039,,,0.566384
334,454,Directed,1464,,,0.673746
212,333,Directed,30,,,0.81876
212,334,Directed,32,,,0.330114
331,453,Directed,1040,,,0.40874
212,335,Directed,33,,,0.44744
488,611,Directed,2611,,,0.232116
212,336,Directed,34,,,1.011461
327,451,Directed,932,,,1.079286
113,238,Directed,0,,,0.508032
316,442,Directed,597,,,0.529692
325,451,Directed,828,,,0.274619
327,453,Directed,933,,,0.604398
485,611,Directed,2483,,,0.398335
327,454,Directed,986,,,0.215037
325,453,Directed,864,,,0.557918
324,453,Directed,709,,,0.446528
311,442,Directed,268,,,0.208233
316,451,Directed,616,,,0.276801
315,451,Directed,509,,,0.230684
486,622,Directed,2501,,,0.263862
487,623,Directed,2595,,,0.210395
314,451,Directed,457,,,0.267355
424,561,Directed,2118,,,1.874666
487,624,Directed,2596,,,0.584533
423,561,Directed,1933,,,6.099521
312,451,Directed,350,,,0.213966
311,451,Directed,269,,,0.27092
311,453,Directed,179,,,0.90458
312,454,Directed,351,,,0.204626
336,481,Directed,1836,,,0.209972
336,485,Directed,1804,,,0.61831
335,485,Directed,1644,,,0.342215
561,711,Directed,3506,,,1.029393
331,483,Directed,1041,,,0.468667
331,485,Directed,1069,,,0.4324
333,488,Directed,1292,,,0.202288
332,488,Directed,1162,,,0.221031
336,492,Directed,1759,,,0.66732
327,484,Directed,922,,,0.253289
335,492,Directed,1670,,,0.247334
336,493,Directed,1760,,,0.218374
453,611,Directed,2290,,,0.434936
325,485,Directed,808,,,0.49115
327,487,Directed,987,,,0.260025
333,493,Directed,1293,,,0.208348
451,611,Directed,2277,,,0.200402
327,488,Directed,988,,,0.604775
321,484,Directed,640,,,0.206692
325,488,Directed,748,,,0.428724
316,481,Directed,563,,,0.261463
327,492,Directed,951,,,0.245595
327,493,Directed,952,,,0.240429
325,492,Directed,809,,,0.234031
325,493,Directed,776,,,0.267663
442,611,Directed,2251,,,0.258491
541,711,Directed,3348,,,0.818342
313,484,Directed,396,,,0.570706
321,492,Directed,641,,,0.235759
311,483,Directed,271,,,0.342614
321,493,Directed,642,,,0.205176
312,485,Directed,318,,,0.417622
315,488,Directed,510,,,0.23842
311,485,Directed,234,,,0.201242
313,488,Directed,398,,,0.256907
312,488,Directed,353,,,0.472528
311,488,Directed,165,,,0.287215
334,512,Directed,1587,,,0.450166
532,711,Directed,3231,,,1.010181
531,711,Directed,3168,,,0.377089
541,721,Directed,3421,,,0.228609
532,713,Directed,3232,,,1.826566
311,493,Directed,166,,,0.782029
336,521,Directed,1807,,,0.783384
339,524,Directed,1924,,,0.223115
237,424,Directed,119,,,0.649589
325,512,Directed,749,,,0.253019
334,521,Directed,1465,,,1.744832
336,523,Directed,1808,,,0.306717
424,611,Directed,2172,,,1.073288
524,711,Directed,3111,,,0.234056
335,523,Directed,1703,,,0.268169
336,524,Directed,1809,,,0.427108
423,611,Directed,1982,,,0.466126
332,521,Directed,1231,,,0.26254
334,523,Directed,1551,,,0.595269
333,523,Directed,1398,,,0.323122
332,523,Directed,1142,,,0.204759
333,524,Directed,1322,,,0.204025
115,311,Directed,3,,,0.906153
325,521,Directed,777,,,0.217689
515,711,Directed,2839,,,0.223914
315,512,Directed,511,,,0.225831
327,524,Directed,990,,,0.457672
424,622,Directed,2233,,,0.211224
523,721,Directed,2993,,,0.624852
334,533,Directed,1466,,,0.226563
512,711,Directed,2830,,,0.308973
522,721,Directed,2928,,,0.230436
115,316,Directed,6,,,0.251713
322,523,Directed,667,,,0.233874
331,533,Directed,1042,,,0.216182
321,524,Directed,653,,,0.450169
313,519,Directed,399,,,0.283235
315,521,Directed,530,,,0.485408
314,521,Directed,458,,,0.522902
316,523,Directed,599,,,0.421879
313,521,Directed,427,,,0.380211
316,524,Directed,600,,,0.527586
113,322,Directed,2,,,0.213335
315,524,Directed,512,,,0.542599
324,533,Directed,710,,,0.210223
213,423,Directed,101,,,0.487261
311,521,Directed,272,,,0.252437
313,523,Directed,400,,,0.287783
212,423,Directed,35,,,1.473294
213,424,Directed,103,,,0.218255
313,524,Directed,428,,,0.20412
212,424,Directed,37,,,0.920769
311,524,Directed,144,,,0.571737
488,711,Directed,2729,,,0.227884
337,561,Directed,1893,,,0.629413
487,711,Directed,2539,,,1.328454
336,561,Directed,1761,,,1.313946
487,712,Directed,2599,,,0.214818
315,541,Directed,545,,,0.214397
487,713,Directed,2559,,,2.455115
334,561,Directed,1467,,,0.98281
212,441,Directed,55,,,0.457821
213,442,Directed,104,,,0.554637
332,561,Directed,1143,,,2.026017
221,453,Directed,113,,,0.216533
327,561,Directed,991,,,0.992341
488,722,Directed,2636,,,1.813122
327,562,Directed,923,,,0.247083
487,722,Directed,2540,,,0.564717
325,561,Directed,750,,,1.636373
324,561,Directed,711,,,0.762725
213,453,Directed,106,,,0.201222
321,561,Directed,654,,,0.302525
316,561,Directed,618,,,0.244954
315,561,Directed,513,,,0.240554
312,561,Directed,355,,,0.20605
313,562,Directed,401,,,0.222706
311,561,Directed,180,,,1.474292
561,813,Directed,3511,,,0.517334
237,492,Directed,130,,,0.275242
221,485,Directed,110,,,0.233776
221,486,Directed,114,,,0.346291
212,481,Directed,56,,,0.237825
541,811,Directed,3288,,,0.524221
212,483,Directed,57,,,0.29741
541,812,Directed,3289,,,0.597337
212,484,Directed,58,,,0.310375
339,611,Directed,1925,,,0.38527
541,813,Directed,3302,,,0.254837
212,485,Directed,39,,,0.535735
337,611,Directed,1874,,,0.200398
211,486,Directed,8,,,0.530813
336,611,Directed,1733,,,0.989816
212,488,Directed,40,,,0.245793
335,611,Directed,1609,,,0.762687
334,611,Directed,1503,,,0.63591
333,611,Directed,1294,,,1.055269
332,611,Directed,1260,,,0.258639
212,492,Directed,93,,,0.265253
331,611,Directed,1099,,,0.361267
532,812,Directed,3247,,,0.263983
212,493,Directed,41,,,0.291361
327,611,Directed,924,,,1.207905
238,523,Directed,134,,,0.468965
237,523,Directed,131,,,0.247605
325,611,Directed,779,,,0.969794
324,611,Directed,713,,,0.218048
424,711,Directed,2120,,,0.202952
423,711,Directed,2007,,,0.253763
523,811,Directed,2994,,,0.741868
322,611,Directed,668,,,0.332932
321,611,Directed,643,,,0.556235
521,811,Directed,2909,,,0.315535
316,611,Directed,564,,,0.205797
327,622,Directed,994,,,0.200361
313,611,Directed,402,,,0.201193
312,611,Directed,319,,,0.485993
311,611,Directed,167,,,1.198214
512,812,Directed,2804,,,0.365079
315,621,Directed,532,,,0.236248
314,621,Directed,470,,,0.267296
212,521,Directed,42,,,1.130974
212,522,Directed,61,,,0.246258
312,623,Directed,356,,,0.216333
313,624,Directed,403,,,0.208602
212,524,Directed,62,,,0.54234
213,531,Directed,107,,,0.202984
212,531,Directed,63,,,0.476341
492,811,Directed,2745,,,0.224861
487,811,Directed,2561,,,0.339675
487,812,Directed,2603,,,0.371692
212,541,Directed,65,,,0.26835
481,811,Directed,2361,,,0.260176
221,562,Directed,116,,,0.708793
451,811,Directed,2278,,,0.446471
336,711,Directed,1837,,,0.205225
334,711,Directed,1591,,,0.237854
237,621,Directed,120,,,0.510648
327,711,Directed,995,,,0.224377
335,721,Directed,1610,,,0.312081
424,811,Directed,2130,,,0.200408
423,812,Directed,2058,,,0.228003
424,813,Directed,2174,,,0.218909
212,611,Directed,43,,,1.354784
311,711,Directed,275,,,0.312313
315,721,Directed,546,,,0.242426
316,722,Directed,565,,,0.232183
315,722,Directed,514,,,0.218653
212,621,Directed,67,,,0.538854
313,722,Directed,404,,,1.812662
211,621,Directed,10,,,0.229613
312,722,Directed,357,,,0.226416
211,622,Directed,11,,,0.224081
212,623,Directed,68,,,1.2509
311,722,Directed,280,,,0.217107
336,812,Directed,1812,,,0.205259
315,812,Directed,547,,,0.474552
313,813,Directed,406,,,0.217988
311,812,Directed,239,,,0.333301
212,721,Directed,71,,,0.284821
212,813,Directed,72,,,0.272587
115,812,Directed,7,,,0.332158
115,813,Directed,4,,,0.22978
